City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,lasa,46.6166,10.7002,277.64,98,100,1.74,IT,1669998184
368,adrar,20.5022,-10.0711,300.9,11,16,1.21,MR,1669998184
369,vestmannaeyjar,63.4427,-20.2734,280.7,87,40,4.12,IS,1669998185
370,ossora,59.2353,163.0719,259.56,83,23,2.44,RU,1669998185
371,makakilo city,21.3469,-158.0858,294.6,81,40,2.57,US,1669998186
372,tukrah,32.5341,20.5791,290.88,57,100,1.26,LY,1669998186
373,raton,36.9034,-104.4391,284.34,30,0,5.14,US,1669998187
374,norrkoping,58.5942,16.1826,274.47,89,100,3.09,SE,1669998187
375,neuquen,-38.9516,-68.0591,303.09,21,0,3.09,AR,1669998029
376,murmashi,68.8154,32.8115,269.38,100,75,0.0,RU,1669998188
377,deer lake,49.1667,-57.4316,273.07,64,75,6.69,CA,1669998189
378,aligudarz,33.4006,49.6949,280.75,54,8,0.41,IR,1669998189
379,wewak,-3.5534,143.6268,299.58,87,100,5.51,PG,1669998190
380,makat,47.6469,53.3463,268.84,58,7,5.98,KZ,1669998190
381,shenjiamen,29.9576,122.298,285.15,89,100,3.64,CN,1669998191
382,tura,25.5198,90.2201,290.04,89,0,1.49,IN,1669998191
383,yerbogachen,61.2767,108.0108,256.0,96,100,3.43,RU,1669998191
384,tecoanapa,16.5167,-98.75,301.29,59,5,0.59,MX,1669998192
385,davidson,36.1501,-86.7833,286.76,55,75,5.36,US,1669998193
386,sisimiut,66.9395,-53.6735,272.46,52,100,8.65,GL,1669998193
387,kapoeta,4.7717,33.5903,304.78,24,100,5.91,SS,1669998193
388,sinnamary,5.3833,-52.95,300.0,84,96,3.56,GF,1669998194
389,vestmanna,62.1564,-7.1664,282.66,93,100,7.2,FO,1669998195
390,namibe,-15.1961,12.1522,295.73,75,65,3.59,AO,1669998195
391,tariba,7.8188,-72.2243,297.46,57,60,1.92,VE,1669998196
392,kidal,18.4411,1.4078,304.0,11,1,3.42,ML,1669998196
393,gayny,60.3071,54.3241,258.57,86,100,1.33,RU,1669998197
394,weiser,44.251,-116.9693,269.74,91,17,1.65,US,1669998197
395,celestun,20.8667,-90.4,300.85,67,10,4.33,MX,1669998198
396,zemio,5.0314,25.1361,298.63,60,87,1.78,CF,1669998198
397,hobyo,5.3505,48.5268,300.09,79,19,7.63,SO,1669998199
398,abashiri,44.0213,144.2697,269.96,62,89,3.49,JP,1669998199
399,esperance,-33.8667,121.9,289.16,85,9,3.41,AU,1669998200
400,linhares,-19.3911,-40.0722,295.19,98,100,4.39,BR,1669998200
401,zhezkazgan,47.8043,67.7144,262.8,93,100,4.88,KZ,1669998201
402,tucurui,-3.7661,-49.6725,302.61,69,100,1.16,BR,1669998015
403,ronne,55.1009,14.7066,278.1,87,100,3.09,DK,1669998090
404,lapua,62.9693,23.0088,268.88,97,50,1.5,FI,1669998202
405,sangar,63.9242,127.4739,240.41,93,100,2.15,RU,1669998203
406,mariental,-24.6333,17.9667,308.41,16,67,1.3,NA,1669998203
407,kruisfontein,-34.0033,24.7314,290.06,55,60,12.85,ZA,1669998204
408,ambulu,-8.345,113.6058,297.63,81,98,0.31,ID,1669998204
409,bani,18.2833,-70.3333,301.96,51,5,5.65,DO,1669998205
410,chapais,49.7834,-74.8492,265.03,91,100,4.12,CA,1669998205
411,tazovskiy,67.4667,78.7,260.14,94,99,6.98,RU,1669998206
412,nizhniy tsasuchey,50.5167,115.1333,252.23,76,58,5.74,RU,1669998206
413,hualmay,-11.0964,-77.6139,295.19,74,47,4.26,PE,1669998207
414,cururupu,-1.8283,-44.8683,303.29,62,96,4.14,BR,1669998207
415,gilleleje,56.122,12.3106,276.7,86,98,0.89,DK,1669998208
416,surt,31.2089,16.5887,292.71,37,100,5.81,LY,1669998208
417,cidreira,-30.1811,-50.2056,298.83,74,14,4.53,BR,1669998209
418,zongolica,18.6667,-96.9833,294.88,60,26,1.87,MX,1669998209
419,alice springs,-23.7,133.8833,290.9,42,17,0.0,AU,1669998210
420,bradford,53.7939,-1.7521,280.16,93,46,2.06,GB,1669998210
421,hami,42.8,93.45,265.21,25,100,1.78,CN,1669998211
422,homer,59.6425,-151.5483,270.26,76,0,4.02,US,1669998211
423,kaitangata,-46.2817,169.8464,278.63,79,87,3.53,NZ,1669998212
424,konevo,62.1215,39.3192,264.07,88,100,1.56,RU,1669998047
425,hauterive,46.0901,3.4459,276.57,77,100,1.45,FR,1669998212
426,eyl,7.9803,49.8164,299.01,72,31,9.1,SO,1669998213
427,tual,-5.6667,132.75,301.84,71,59,2.76,ID,1669998213
428,ben tre,10.2333,106.3833,297.98,83,100,4.75,VN,1669998214
429,bonthe,7.5264,-12.505,301.38,69,100,2.97,SL,1669998214
430,amapa,1.0,-52.0,300.22,87,100,1.81,BR,1669998215
431,madison,34.7334,-86.5667,286.45,59,40,5.66,US,1669998033
432,waipawa,-41.4122,175.5153,281.5,76,77,3.65,NZ,1669998215
433,pakxan,18.3778,103.6601,292.49,82,61,1.8,LA,1669998216
434,jiuquan,39.7432,98.5174,265.28,73,100,1.24,CN,1669998216
435,baiyin,36.5583,104.2081,267.96,36,87,3.41,CN,1669998217
436,nibong tebal,5.1659,100.4779,299.98,91,100,2.58,MY,1669998217
437,belaya kholunitsa,58.84,50.8528,256.65,96,67,0.73,RU,1669998218
438,turochak,52.2576,87.1224,250.86,100,81,0.26,RU,1669998078
439,tanout,14.9709,8.8879,302.12,11,0,3.86,NE,1669998219
440,mattawa,46.7379,-119.9028,265.15,93,49,1.49,US,1669998219
441,novikovo,51.1537,37.8879,270.69,78,100,5.76,RU,1669998220
442,kiunga,-6.1219,141.2906,295.28,100,100,1.58,PG,1669998220
443,moyale,3.5167,39.0584,295.56,54,36,3.49,KE,1669998221
444,port keats,-14.25,129.55,300.9,65,36,2.46,AU,1669998221
445,matiri,-10.75,34.9,291.45,83,99,1.58,TZ,1669998222
446,djibo,14.1022,-1.6306,307.24,11,20,2.03,BF,1669998222
447,svetlaya,46.5389,138.3297,260.19,72,94,4.43,RU,1669998223
448,price,39.5994,-110.8107,272.74,59,0,3.09,US,1669998082
449,sola,-13.8833,167.55,300.64,77,100,4.85,VU,1669998223
450,chunoyar,57.4467,97.3217,253.99,94,100,4.4,RU,1669998224
451,cortez,37.3489,-108.5859,279.57,42,100,9.77,US,1669998224
452,porto empedocle,37.2934,13.5264,288.32,78,100,5.28,IT,1669998225
453,upernavik,72.7868,-56.1549,260.27,57,100,2.69,GL,1669998226
454,padang,-0.9492,100.3543,296.18,97,100,1.59,ID,1669998226
455,stawell,-37.05,142.7667,287.08,81,78,1.96,AU,1669998226
456,port hardy,50.6996,-127.4199,273.25,80,75,11.83,CA,1669998227
457,touros,-5.1989,-35.4608,302.64,56,54,6.88,BR,1669998227
458,pasinler,39.9803,41.6764,278.7,70,75,0.56,TR,1669998228
459,berlevag,70.8578,29.0864,273.15,93,100,4.63,NO,1669998228
460,cairns,-16.9167,145.7667,296.52,89,84,3.6,AU,1669998229
461,biak,-0.9131,122.8766,297.74,84,89,0.74,ID,1669998229
462,kashan,33.9831,51.4364,284.92,50,0,1.03,IR,1669998230
463,bataipora,-22.2953,-53.2711,306.94,38,66,0.24,BR,1669998230
464,rocha,-34.4833,-54.3333,295.54,65,99,5.39,UY,1669998146
465,dryden,49.7833,-92.7503,266.31,86,100,1.54,CA,1669998231
466,sawakin,19.1059,37.3321,300.41,72,8,5.17,SD,1669998232
467,vatutinki,55.4983,37.3325,264.36,79,0,3.0,RU,1669998232
468,sylvan lake,52.3168,-114.0853,242.91,69,0,2.57,CA,1669998089
469,torrelavega,43.3494,-4.0479,284.15,63,3,0.45,ES,1669998233
470,ramganj,23.1,90.85,293.31,59,0,3.0,BD,1669998233
471,mendi,-6.1761,143.6513,286.32,99,100,1.05,PG,1669998234
472,bilibino,68.0546,166.4372,249.38,86,89,1.64,RU,1669998234
473,hutchinson,38.0608,-97.9298,285.14,72,0,11.32,US,1669998160
474,port blair,11.6667,92.75,301.17,83,40,3.6,IN,1669998235
475,talnakh,69.4865,88.3972,256.04,97,100,3.63,RU,1669998235
476,nouadhibou,20.931,-17.0347,294.14,68,6,6.17,MR,1669998236
477,san ramon,37.7799,-121.978,279.16,89,21,3.6,US,1669998147
478,yanam,16.7333,82.2167,298.07,84,67,2.13,IN,1669998237
479,atar,20.5169,-13.0499,302.52,8,48,3.12,MR,1669998237
480,bokoro,12.3807,17.0568,305.79,18,13,3.01,TD,1669998238
481,lyuban,52.7985,28.0048,265.97,95,98,2.91,BY,1669998238
482,syumsi,57.1111,51.6149,251.73,99,19,1.39,RU,1669998239
483,verkhnyaya inta,65.9811,60.3094,260.17,93,99,6.51,RU,1669998239
484,cam ranh,11.9214,109.1591,297.13,94,40,2.57,VN,1669997951
485,dawson creek,55.7666,-120.2362,246.95,76,0,0.0,CA,1669998056
486,matou,29.8315,115.5774,277.25,84,89,1.1,CN,1669998240
487,miraflores,19.2167,-98.8083,290.91,49,11,0.81,MX,1669998241
488,kitgum,3.2783,32.8867,301.28,30,99,3.9,UG,1669998241
489,linfen,36.0889,111.5189,274.02,26,26,0.37,CN,1669998242
490,achinsk,56.2694,90.4993,252.01,98,88,2.54,RU,1669998242
491,kirovsk,48.6375,38.6428,271.17,60,100,7.77,UA,1669998243
492,maumere,-8.6199,122.2111,299.51,82,47,1.51,ID,1669998243
493,luzhou,28.8724,105.4405,282.69,69,100,2.11,CN,1669998244
494,port macquarie,-31.4333,152.9167,288.09,84,70,3.94,AU,1669998244
495,meulaboh,4.1363,96.1285,297.1,90,100,0.53,ID,1669998245
496,tucuma,-0.1833,-50.05,303.68,63,99,3.9,BR,1669998245
497,pavino,59.1139,46.1414,260.69,96,96,1.8,RU,1669998246
498,skibbereen,51.55,-9.2667,283.77,84,98,5.09,IE,1669998246
499,tromso,69.6496,18.957,273.16,93,2,1.54,NO,1669998247
500,nanton,50.3501,-113.7687,256.38,92,20,2.03,CA,1669998247
501,bara,10.3744,10.7288,306.03,16,91,5.41,NG,1669998248
502,ban tak,17.0432,99.0813,297.71,94,56,0.59,TH,1669998248
503,bereda,43.2686,-7.5406,281.56,76,0,1.24,ES,1669998249
504,dukat,62.55,155.55,249.15,98,89,3.31,RU,1669998249
505,clovis,36.8252,-119.7029,280.71,94,75,1.54,US,1669998250
506,sao jose da coroa grande,-8.8978,-35.1478,302.18,57,25,5.49,BR,1669998250
507,kenai,60.5544,-151.2583,256.2,85,0,2.57,US,1669998251
508,halifax,44.6453,-63.5724,276.05,58,20,4.63,CA,1669997971
509,puerto madryn,-42.7692,-65.0385,302.52,25,13,5.25,AR,1669998251
510,marsaxlokk,35.8419,14.5431,289.86,88,75,2.57,MT,1669998252
511,morondava,-20.2833,44.2833,300.51,71,88,5.89,MG,1669998252
512,stranraer,54.9023,-5.0273,281.2,87,100,4.99,GB,1669998253
513,richards bay,-28.783,32.0377,298.67,67,48,7.44,ZA,1669998254
514,atherton,53.5237,-2.4935,279.84,92,42,0.45,GB,1669998254
515,kermanshah,34.3142,47.065,285.65,93,100,0.0,IR,1669998089
516,roald,62.5833,6.1333,276.67,75,0,5.14,NO,1669998255
517,alamogordo,32.8995,-105.9603,291.24,33,0,4.63,US,1669998008
518,eureka,40.8021,-124.1637,277.18,90,43,1.34,US,1669998256
519,tessalit,20.1986,1.0114,303.32,12,56,5.32,ML,1669998257
520,kurilsk,45.2333,147.8833,272.25,59,100,11.17,RU,1669998257
521,murray bridge,-35.1167,139.2667,290.56,64,0,1.3,AU,1669998258
522,westport,41.1415,-73.3579,279.84,59,0,1.79,US,1669998258
523,shahr-e babak,30.1165,55.1186,283.1,42,0,2.8,IR,1669998258
524,yaan,7.3833,8.5667,307.98,18,98,2.4,NG,1669998259
525,beringovskiy,63.05,179.3167,271.68,71,80,9.35,RU,1669998259
526,stephenville,32.2207,-98.2023,289.19,94,100,3.09,US,1669998260
527,port augusta,-32.5,137.7667,293.89,32,0,1.66,AU,1669998260
528,komsomolskiy,40.4272,71.7189,275.55,80,75,1.03,UZ,1669998261
529,poshekhonye,58.4993,39.1353,260.88,95,96,2.13,RU,1669998024
530,ust-tsilma,65.441,52.1498,266.74,97,100,1.85,RU,1669998262
531,lata,40.1629,-8.3327,287.64,59,0,1.57,PT,1669998262
532,doembang nangbuat,14.8333,100.1,297.04,83,93,3.29,TH,1669998263
533,baruun-urt,46.6806,113.2792,249.5,77,1,5.32,MN,1669998264
534,aykhal,66.0,111.5,252.1,100,96,2.82,RU,1669998264
535,invermere,50.5167,-116.0354,250.67,96,57,0.26,CA,1669998265
536,manaure,11.7751,-72.4445,302.01,63,15,6.65,CO,1669998265
537,zhanaozen,43.3,52.8,270.72,28,0,4.47,KZ,1669998265
538,camana,-16.6228,-72.7111,296.36,62,0,4.32,PE,1669998266
539,the valley,18.217,-63.0578,299.16,70,1,7.8,AI,1669998267
540,brodnica,53.2597,19.3965,270.15,66,51,3.7,PL,1669998267
541,nexo,55.0607,15.1306,277.2,76,95,6.95,DK,1669998268
542,muroto,33.2833,134.15,284.42,61,83,2.6,JP,1669998268
543,reyes,-14.3167,-67.3833,296.13,88,100,0.0,BO,1669998269
544,sur,22.5667,59.5289,297.19,61,1,0.67,OM,1669998269
545,ngunguru,-35.6167,174.5,285.26,78,16,3.95,NZ,1669998270
546,portree,57.4129,-6.1942,281.77,89,100,3.22,GB,1669998270
547,charters towers,-20.1,146.2667,294.23,72,27,2.9,AU,1669998271
548,tupaciguara,-18.5922,-48.705,303.19,39,100,2.49,BR,1669998271
549,amparafaravola,-17.5833,48.2167,295.69,78,59,3.18,MG,1669998272
550,san jose,37.3394,-121.895,279.49,93,20,0.89,US,1669998236
551,suba,10.8438,121.0102,301.43,80,100,9.18,PH,1669998272
552,west bay,19.3667,-81.4167,303.19,71,40,9.26,KY,1669998273
553,maloy,61.9353,5.1136,277.0,65,76,4.76,NO,1669998274
554,gostilitsy,59.7483,29.622,265.2,80,100,2.81,RU,1669998274
555,saint-louis,16.3333,-15.0,307.95,12,46,3.22,SN,1669998275
556,erdenet,49.0333,104.0833,248.08,99,50,1.5,MN,1669998275
557,peleduy,59.6289,112.7406,251.76,95,100,4.86,RU,1669998276
558,loviisa,60.4566,26.2251,268.31,83,100,3.59,FI,1669998276
559,peterhead,57.5058,-1.7981,280.65,75,100,8.95,GB,1669998277
560,moose factory,51.2585,-80.6094,269.15,80,100,3.6,CA,1669998277
561,paita,-5.0892,-81.1144,296.74,66,55,4.16,PE,1669998278
562,cap malheureux,-19.9842,57.6142,296.74,72,72,0.45,MU,1669998278
563,cascais,38.6979,-9.4215,290.16,62,0,5.36,PT,1669998279
564,alofi,-19.0595,-169.9187,294.09,100,40,0.51,NU,1669998279
565,ulaangom,49.9811,92.0667,246.66,89,55,1.36,MN,1669998279
566,gaogou,34.0175,119.1886,274.46,54,54,0.93,CN,1669998280
567,tornio,65.8481,24.1466,270.16,94,97,2.41,FI,1669998280
568,grand gaube,-20.0064,57.6608,298.37,72,61,0.45,MU,1669998281
569,abu samrah,35.3029,37.1841,287.55,68,32,1.29,SY,1669998281
570,broken hill,-31.95,141.4333,294.93,34,3,2.72,AU,1669998282
571,susanville,40.4163,-120.653,267.11,88,0,0.45,US,1669998282
572,karasjok,69.4719,25.5112,270.63,92,100,0.82,NO,1669998283
